LAT_SCI_NAME	ENG_NAME	GER_NAME	KINGDOM	PHYLUM	CLASS	ORDER	FAMILY	GENUS
Chaerophyllum bulbosum	turnip-rooted chervil, tuberous-rooted chervil, bulbous chervil, parsnip chervil	Knolliger Kälberkropf, Kerbelrübe, Knollenkerbel, Rübenkerbel, Knolliger Kerbel, Rüben-Kälberkropf, Erdkastanie	Plantae	Tracheophyta	Magnoliopsida	Apiales	Apiaceae	Chaerophyllum
Arctium tomentosum	downy burdock, woolly burdock	Filz-Klette, Wollkopf-Klette	Plantae	Tracheophyta	Magnoliopsida	Asterales	Asteraceae	Arctium
Dipsacus fullonum	Fullers teasel, wild teasel	Wilde Karde	Plantae	Tracheophyta	Magnoliopsida	Dipsacales	Dipsacaceae	Dipsacus
Genista tinctoria	Dyers Broom, Dyers Greenweed, Dyers Whin, Furze, Greenbroom, Greenweed, Waxen Woad, Woad Waxen, Waxen Wood	Färber-Ginster, gelbe Färbeblume, Schöngelb	Plantae	Tracheophyta	Magnoliopsida	Fabales	Fabaceae	Genista
Silaum silaus	Pepper-saxifrage	Gewöhnliche Wiesensilge, Wiesensilge, Silau	Plantae	Tracheophyta	Magnoliopsida	Apiales	Apiaceae	Silaum
Tripleurospermum maritimum	sea mayweed	Küsten-Kamille, Echte Strandkamille	Plantae	Tracheophyta	Magnoliopsida	Asterales	Asteraceae	Tripleurospermum
Astragalus glycyphyllos	Liquorice milkvetch, Wild liquorice, Wild licorice	Bärenschote, Süßholz-Tragant, Süßer Tragant	Plantae	Tracheophyta	Magnoliopsida	Fabales	Fabaceae	Astragalus
Bunium bulbocastanum	Great Pignut, Earth Chestnut	Gewöhnlicher Knollenkümmel, Gewöhnliche Erdkastanie	Plantae	Tracheophyta	Magnoliopsida	Apiales	Apiaceae	Bunium
Centaurium erythraea	common centaury and European centaury.	Echtes Tausendgüldenkraut	Plantae	Tracheophyta	Magnoliopsida	Gentianales	Gentianaceae	Centaurium
Chaerophyllum temulum	Rough Chervil	Hecken-Kälberkropf, Taumel-Kälberkropf, Taumel-Kerbel, Betäubender Kälberkropf	Plantae	Tracheophyta	Magnoliopsida	Apiales	Apiaceae	Chaerophyllum
Myosotis ramosissima	Early Forget-me-not	Hügel-Vergissmeinnicht, Raues Vergissmeinnicht	Plantae	Tracheophyta	Magnoliopsida	Lamiales	Boraginaceae	Myosotis
Apiaceae	carrot, parsley family	Doldenblütler, Doldengewächse	Plantae	Tracheophyta	Magnoliopsida	Apiales	Apiaceae	na
Crepis tectorum	Crepis tectorum	Dach-Pippau	Plantae	Tracheophyta	Magnoliopsida	Asterales	Asteraceae	Crepis
Picris hieracioides	Hawkweed Oxtongue	Gewöhnliche Bitterkraut, Habichtskraut-Bitterkraut	Plantae	Tracheophyta	Magnoliopsida	Asterales	Asteraceae	Picris
Carduus crispus	Welted thistle	Krause Ringdistel, Krause Distel	Plantae	Tracheophyta	Magnoliopsida	Asterales	Asteraceae	Carduus
Torilis japonica	Japanese hedge parsley	Gewöhnlicher Klettenkerbel	Plantae	Tracheophyta	Magnoliopsida	Apiales	Apiaceae	Torilis
Rubus caesius	European dewberry	Kratzbeere, Bereifte Brombeere, Bockbeere, Kroatzbeere, Ackerbeere	Plantae	Tracheophyta	Magnoliopsida	Rosales	Rosaceae	Rubus
Cirsium crispus	na	na	Plantae	Tracheophyta	Magnoliopsida	Asterales	Asteraceae	Cirsium
Erodium cicutarium	Redstem filaree, Common Storks-bill, Pinweed	Gewöhnlicher Reiherschnabel, Schierlingsblättriger Reiherschnabel	Plantae	Tracheophyta	Magnoliopsida	Geraniales	Geraniaceae	Erodium
Crepis mollis	northern hawksbeard	Weichhaariger Pippau	Plantae	Tracheophyta	Magnoliopsida	Asterales	Asteraceae	Crepis
Draba verna	Spring draba, shadflower, nailwort, vernal whitlow grass, early witlow grass, whitlow-grass	Frühlings-Hungerblümchen	Plantae	Tracheophyta	Magnoliopsida	Capparales	Brassicaceae	Draba
Melampyrum arvense	Field Cow-wheat	Acker-Wachtelweizen	Plantae	Tracheophyta	Magnoliopsida	Lamiales	Orobanchaceae	Melampyrum
Papaver argemone	long pricklyhead poppy, pale poppy	Sand-Mohn	Plantae	Tracheophyta	Magnoliopsida	Papaverales	Papaveraceae	Papaver
Thlaspi arvense	Field Penny-cress	Acker-Hellerkraut, Acker-Täschelkraut, Acker-Pfennigkraut, Ackertäschel	Plantae	Tracheophyta	Magnoliopsida	Capparales	Brassicaceae	Thlaspi
Papaver rhoeas	corn poppy, corn rose, field poppy, Flanders poppy, red poppy, red weed, coquelicot, headache, headwark	Klatschmohn, Mohnblume, Klatschrose	Plantae	Tracheophyta	Magnoliopsida	Papaverales	Papaveraceae	Papaver
Lactuca macrophylla	Common Blue-sow-thistle	Großblättriger Milchlattich	Plantae	Tracheophyta	Magnoliopsida	Asterales	Asteraceae	Lactuca
Rumex obtusifolius	Broad-leaved Dock, Bitter Dock, Bluntleaf Dock, Dock Leaf, Butter Dock	Stumpfblättriger Ampfer	Plantae	Tracheophyta	Magnoliopsida	Polygonales	Polygonaceae	Rumex
Tripleurospermum inodorum	corn chamomile, mayweed, scentless chamomile, field chamomile	Geruchlose Strandkamille	Plantae	Tracheophyta	Magnoliopsida	Asterales	Asteraceae	Tripleurospermum
Ranunculus sceleratus	cursed buttercup, celery-leaved buttercup	Gift-Hahnenfuß	Plantae	Tracheophyta	Magnoliopsida	Ranunculales	Ranunculaceae	Ranunculus
Ranunculus auricomus	Goldilocks Buttercup	Gold-Hahnenfuß, Goldgelber Hahnenfuß, Goldschopf-Hahnenfuß, Goldhaar-Hahnenfuß	Plantae	Tracheophyta	Magnoliopsida	Ranunculales	Ranunculaceae	Ranunculus
Lathyrus tuberosus	Tuberous Pea, Tuberous Vetchling, Earthnut Pea, Aardaker	Knollen-Platterbse, Knollige Platterbse	Plantae	Tracheophyta	Magnoliopsida	Fabales	Fabaceae	Lathyrus
Trifolium hybridum	alsike clover	Schweden-Klee, Bastard-Klee	Plantae	Tracheophyta	Magnoliopsida	Fabales	Fabaceae	Trifolium
Euphorbia exigua	Dwarf spurge	Kleine Wolfsmilch	Plantae	Tracheophyta	Magnoliopsida	Malpighiales	Euphorbiaceae	Euphorbia
Fallopia dumetorum	copse bindweed, desert knotgrass	Hecken-Windenknöterich, Hecken-Knöterich	Plantae	Tracheophyta	Magnoliopsida	Caryophyllales	Polygonaceae	Fallopia
Sinapis arvensis	Field mustard, Wild mustard, charlock	Acker-Senf	Plantae	Tracheophyta	Magnoliopsida	Capparales	Brassicaceae	Sinapis
Populus tremula	aspen, common aspen, Eurasian aspen, European aspen, quaking aspen	Espe, Aspe, Zitter-Pappel	Plantae	Tracheophyta	Magnoliopsida	Salicales	Salicaceae	Populus
Melilotus officinalis	yellow sweet clover, yellow melilot, ribbed melilot, common melilot	Gelber Steinklee, Gewöhnlicher Steinklee, Echter Steinklee, Gebräuchlicher Steinklee, Honigklee	Plantae	Tracheophyta	Magnoliopsida	Fabales	Fabaceae	Melilotus
Ranunculus arvensis	Corn Buttercup, Devil-on-all-sides, Scratch Bur	Acker-Hahnenfuß	Plantae	Tracheophyta	Magnoliopsida	Ranunculales	Ranunculaceae	Ranunculus
Pinus sylvestris sylvestris	Scots Pine	Waldkiefer, Gemeine Kiefer, Rotföhre, Weißkiefer, Forche, Wald-Kiefer, Wald-Kiefer, Rotföhre, Weißkiefer, Forche	Plantae	Tracheophyta	Pinopsida	Pinales	Pinaceae	Pinus
Symphytum officinale	common comfrey, Quaker comfrey, cultivated comfrey, boneset, knitbone, consound, slippery-root	Echter Beinwell, Gemeiner Beinwell, Arznei-Beinwell, Beinwurz, Bienenkraut, Hasenlaub, Milchwurz, Schadheilwurzel, Schmalwurz, Schwarzwurz, Wallwurz, Komfrei, Wundallheil	Plantae	Tracheophyta	Magnoliopsida	Lamiales	Boraginaceae	Symphytum
Hypericum pulchrum	slender St Johns wort	Schönes Johanniskraut, Schönes Hartheu	Plantae	Tracheophyta	Magnoliopsida	Malpighiales	Hypericaceae	Hypericum
Agrimonia procera	Fragrant Agrimony	Großer Odermennig, Wohlriechender Odermennig	Plantae	Tracheophyta	Magnoliopsida	Rosales	Rosaceae	Agrimonia
Dactylorhiza maculata	Heath Spotted Orchid, Moorland Spotted Orchid	Geflecktes Knabenkraut	Plantae	Tracheophyta	Liliopsida	Asparagales	Orchidaceae	Dactylorhiza
Rosa rubiginosa	Sweet briar, Eglantine Rose	Wein-Rose, Zaun-Rose, Apfel-Rose, Sweet Briar	Plantae	Tracheophyta	Magnoliopsida	Rosales	Rosaceae	Rosa
Senecio	ragworts, groundsels	Greiskräuter, Kreuzkraut	Plantae	Tracheophyta	Magnoliopsida	Asterales	Asteraceae	Senecio
Helictotrichon pubescens	Downy Alpineoatgrass	Flaumiger Wiesenhafer	Plantae	Tracheophyta	Liliopsida	Poales	Poaceae	Helictotrichon
Arctium	burdock	Kletten	Plantae	Tracheophyta	Magnoliopsida	Asterales	Asteraceae	Arctium
Crataegus	hawthorn, thornapple	Weißdorne	Plantae	Tracheophyta	Magnoliopsida	Rosales	Rosaceae	Crataegus
Polygala oxyptera	na	na	Plantae	Tracheophyta	Magnoliopsida	Fabales	Polygalaceae	Polygala
Rosa	Rose	Rosen	Plantae	Tracheophyta	Magnoliopsida	Rosales	Rosaceae	Rosa
Rumex	docks, sorrels	Ampfer	Plantae	Tracheophyta	Magnoliopsida	Polygonales	Polygonaceae	Rumex
Scabiosa ochroleuca	cream scabious	Gelbe Skabiose, Gelb-Skabios	Plantae	Tracheophyta	Magnoliopsida	Dipsacales	Dipsacaceae	Scabiosa
Viola biflora	twoflower violet	Zweiblütige Veilchen, Gelbes Veilchen, Gelbes Bergveilchen	Plantae	Tracheophyta	Magnoliopsida	Violales	Violaceae	Viola
Silaum	na	Wiesensilge	Plantae	Tracheophyta	Magnoliopsida	Apiales	Apiaceae	Silaum
Tripleurospermum	na	Strandkamillen	Plantae	Tracheophyta	Magnoliopsida	Asterales	Asteraceae	Tripleurospermum
Hieracium lachenalii	Common Hawkweed, Yellow Hawkweed	Gewöhnliches Habichtskraut	Plantae	Tracheophyta	Magnoliopsida	Asterales	Asteraceae	Hieracium
Convolvulus	bindweed, morning glory	Winden	Plantae	Tracheophyta	Magnoliopsida	Solanales	Convolvulaceae	Convolvulus
Picris	oxtongues	Bitterkräuter	Plantae	Tracheophyta	Magnoliopsida	Asterales	Asteraceae	Picris
Cichorium	na	Wegwarten, Zichorien	Plantae	Tracheophyta	Magnoliopsida	Asterales	Asteraceae	Cichorium
Festuca pratensis	Meadow fescue	Wiesen-Schwingel	Plantae	Tracheophyta	Liliopsida	Poales	Poaceae	Festuca
Crepis albida	na	na	Plantae	Tracheophyta	Magnoliopsida	Asterales	Asteraceae	Crepis
Geranium rotundifolium	na	Rundblättriger Storchschnabel	Plantae	Tracheophyta	Magnoliopsida	Geraniales	Geraniaceae	Geranium
Glechoma	na	Gundermann	Plantae	Tracheophyta	Magnoliopsida	Lamiales	Lamiaceae	Glechoma
Cruciata	na	Kreuzlabkräuter	Plantae	Tracheophyta	Magnoliopsida	Gentianales	Rubiaceae	Cruciata
Calamagrostis arundinacea	Korean Feather Reed Grass	Wald-Reitgras	Plantae	Tracheophyta	Liliopsida	Poales	Poaceae	Calamagrostis
Sambucus	elder, elderberry	Holunder	Plantae	Tracheophyta	Magnoliopsida	Dipsacales	Caprifoliaceae	Sambucus
Poa pratensis	Kentucky Bluegrass, Smooth Meadow-grass, Common Meadow-grass	Wiesen-Rispengras	Plantae	Tracheophyta	Liliopsida	Poales	Poaceae	Poa
Lolium multiflorum	Italian ryegrass, annual ryegrass	Italienisches Raygras, Weidelgras, Vielblütiges Weidelgras, Welsches Weidelgras, Vielblütiger Lolch	Plantae	Tracheophyta	Liliopsida	Poales	Poaceae	Lolium
Cirsium oleraceum	Cabbage thistle	Kohl-Kratzdistel, Kohldistel	Plantae	Tracheophyta	Magnoliopsida	Asterales	Asteraceae	Cirsium
Molinia caerulea	Moor Grass, purple moor grass	Blaues Pfeifengras, Gewöhnliches Pfeifengras, Kleines Pfeifengras, Besenried, Benthalm, Bentgras	Plantae	Tracheophyta	Liliopsida	Poales	Poaceae	Molinia
Brachypodium pinnatum	Heath False Brome	Gewöhnliche Fieder-Zwenke	Plantae	Tracheophyta	Liliopsida	Poales	Poaceae	Brachypodium
Fragaria viridis	Greenish Strawberry	Hügel-Erdbeere, Knackelbeere, Knack-Erdbeere	Plantae	Tracheophyta	Magnoliopsida	Rosales	Rosaceae	Fragaria
Euphorbia officinalis	na	na	Plantae	Tracheophyta	Magnoliopsida	Malpighiales	Euphorbiaceae	Euphorbia
Carduus	na	Ringdisteln	Plantae	Tracheophyta	Magnoliopsida	Asterales	Asteraceae	Carduus
Onopordum acanthium	Cotton thistle, Scotch thistle	Gemeine Eselsdistel, Krebsdistel, Wolldistel, Krampfdistel	Plantae	Tracheophyta	Magnoliopsida	Asterales	Asteraceae	Onopordum
Onopordum	na	Eselsdisteln	Plantae	Tracheophyta	Magnoliopsida	Asterales	Asteraceae	Onopordum
Aremonia agrimonoides	Bastard-agrimony	Nelkenwurz-Odermenning	Plantae	Tracheophyta	Magnoliopsida	Rosales	Rosaceae	Aremonia
Holcus lanatus	Common Velvet Grass	Wolliges Honiggras	Plantae	Tracheophyta	Liliopsida	Poales	Poaceae	Holcus
Tilia	lime, linden, basswood	Linden	Plantae	Tracheophyta	Magnoliopsida	Malvales	Malvaceae	Tilia
Arabidopsis arenosa arenosa	Sand Rock-cress	Sand-Schaumkresse, Sand-Schotenkresse	Plantae	Tracheophyta	Magnoliopsida	Capparales	Brassicaceae	Arabidopsis
Epilobium parviflorum	Smallflower Hairy Willowherb	Kleinblütiges Weidenröschen	Plantae	Tracheophyta	Magnoliopsida	Myrtales	Onagraceae	Epilobium
Lotus pedunculatus	Greater Birds-foot Trefoil, Marsh Birds-foot Trefoil	Sumpf-Hornklee	Plantae	Tracheophyta	Magnoliopsida	Fabales	Fabaceae	Lotus
Mentha aquatica	Water Mint	Wasserminze, Bachminze	Plantae	Tracheophyta	Magnoliopsida	Lamiales	Lamiaceae	Mentha
Sonchus arvensis	Corn Sow Thistle, Dindle, Field Sow Thistle, Gutweed, Swine Thistle, Tree Sow Thistle, Field Sowthistle, Field Milk Thistle	Acker-Gänsedistel	Plantae	Tracheophyta	Magnoliopsida	Asterales	Asteraceae	Sonchus
Gnaphalium uliginosum	Marsh Cudweed	Sumpf-Ruhrkraut	Plantae	Tracheophyta	Magnoliopsida	Asterales	Asteraceae	Gnaphalium
Rorippa sylvestris	Creeping Yellowcress , Keek, Yellow Fieldcress	Wilde Sumpfkresse	Plantae	Tracheophyta	Magnoliopsida	Capparales	Brassicaceae	Rorippa
Erigeron canadensis	Horseweed, Canadian Horseweed, Canadian Fleabane, Coltstail, Marestail, Butterweed	Kanadisches Berufkraut, Katzenschweif	Plantae	Tracheophyta	Magnoliopsida	Asterales	Asteraceae	Erigeron
Potentilla argentea	na	Silber-Fingerkraut	Plantae	Tracheophyta	Magnoliopsida	Rosales	Rosaceae	Potentilla
Rumex acetosella	sheeps sorrel, red sorrel, sour weed, field sorrel	Kleiner Sauerampfer, Zwerg-Sauerampfer, Kleiner Ampfer	Plantae	Tracheophyta	Magnoliopsida	Polygonales	Polygonaceae	Rumex
Quercus robur	English oak, pedunculate oak, French oak	Stieleiche	Plantae	Tracheophyta	Magnoliopsida	Fagales	Fagaceae	Quercus
Cardamine hirsuta	Hairy Bittercress	Behaartes Schaumkraut, Ruderal-Schaumkraut, Gartenschaumkraut, Viermänniges Schaumkraut, Vielstängel-Schaumkraut	Plantae	Tracheophyta	Magnoliopsida	Capparales	Brassicaceae	Cardamine
Erysimum cheiranthoides	Treacle-mustard	Acker-Schöterich, Acker-Schotendotter, Gänsesterbkraut, Gänsesterbe, Goldlack-Schotendotter, Lack-Schöterich, Ruderal-Goldlack	Plantae	Tracheophyta	Magnoliopsida	Capparales	Brassicaceae	Erysimum
Veronica anagallis-aquatica	water speedwell, blue speedwell, brook pimpernel	Blauer Wasser-Ehrenpreis, Gauchheil-Ehrenpreis, Ufer-Ehrenpreis	Plantae	Tracheophyta	Magnoliopsida	Scrophulariaceae	Scrophulariaceae	Veronica
Veronica beccabunga	Brooklime, European speedwell	Bachbunge	Plantae	Tracheophyta	Magnoliopsida	Scrophulariaceae	Scrophulariaceae	Veronica
Lythrum salicaria	Purple loosestrife	Gewöhnlicher Blutweiderich	Plantae	Tracheophyta	Magnoliopsida	Myrtales	Lythraceae	Lythrum
Pinus	pine	Kiefer	Plantae	Tracheophyta	Pinopsida	Pinales	Pinaceae	Pinus
Betula pendula	silver birch, warty birch	Hänge-Birke, Hängebirke, Sandbirke, Weißbirke, Warzenbirke	Plantae	Tracheophyta	Magnoliopsida	Fagales	Betulaceae	Betula
Veronica hederifolia	Ivy-leaved Speedwell	Efeu-Ehrenpreis, Efeublättriger Ehrenpreis	Plantae	Tracheophyta	Magnoliopsida	Scrophulariaceae	Scrophulariaceae	Veronica
Sinapis alba	White mustard	Weißer Senf	Plantae	Tracheophyta	Magnoliopsida	Capparales	Brassicaceae	Sinapis
Falcaria vulgaris	na	Gemeine Sichelmöhre, Sicheldolde	Plantae	Tracheophyta	Magnoliopsida	Apiales	Apiaceae	Falcaria
Ranunculus ficaria	Lesser celandine	Scharbockskraut, Feigwurz oder Frühlingsscharbockskraut	Plantae	Tracheophyta	Magnoliopsida	Ranunculales	Ranunculaceae	Ranunculus
Caltha palustris	Kingcup, Marsh Marigold	Sumpfdotterblume	Plantae	Tracheophyta	Magnoliopsida	Ranunculales	Ranunculaceae	Caltha
Chamomilla chamomilla	German chamomile	Echte Kamille	Plantae	Tracheophyta	Magnoliopsida	Asterales	Asteraceae	Chamomilla
Stellaria holostea	Addersmeat, Greater Stitchwort	Große Sternmiere, Echte Sternmiere, Großblütige Sternmiere	Plantae	Tracheophyta	Magnoliopsida	Caryophyllales	Caryophyllaceae	Stellaria
Armeria maritima	thrift, sea thrift, sea pink	Strand-Grasnelke, Gewöhnliche Grasnelke	Plantae	Tracheophyta	Magnoliopsida	Plumbaginales	Plumbaginaceae	Armeria
Symphytum	comfrey	Beinwell, Beinwurz, Wallwurz	Plantae	Tracheophyta	Magnoliopsida	Lamiales	Boraginaceae	Symphytum
Phalaris arundinacea	Gardeners Garters, reed canarygrass, alpiste roseau, kusa-yoshi, caniço-malhado, hierba cinta, pasto cinto	Rohrglanzgras, Havelmielitz	Plantae	Tracheophyta	Liliopsida	Poales	Poaceae	Phalaris
Agrostis canina	Brown Bentgrass	Hunds-Straußgras, Sumpf-Straußgras	Plantae	Tracheophyta	Liliopsida	Poales	Poaceae	Agrostis
Urtica dioica	California nettle, slender nettle, stinging nettle, tall nettle	Große Brennnessel	Plantae	Tracheophyta	Magnoliopsida	Urticales	Urticaceae	Urtica
Epilobium	willowherbs	Weidenröschen	Plantae	Tracheophyta	Magnoliopsida	Myrtales	Onagraceae	Epilobium
Myosoton aquaticum	Water chickweed	Wasserdarm	Plantae	Tracheophyta	Magnoliopsida	Caryophyllales	Caryophyllaceae	Myosoton
Persicaria amphibia	longroot smartweed, water knotweed, water smartweed, amphibious bistort	Wasser-Knöterich	Plantae	Tracheophyta	Magnoliopsida	Caryophyllales	Polygonaceae	Persicaria
Myosoton	na	Wasserdarm, Wassermiere	Plantae	Tracheophyta	Magnoliopsida	Caryophyllales	Caryophyllaceae	Myosoton
Persicaria	smartweeds	Knöteriche	Plantae	Tracheophyta	Magnoliopsida	Caryophyllales	Polygonaceae	Persicaria
Caryophyllaceae	pink family, carnation family	Nelkengewächse	Plantae	Tracheophyta	Magnoliopsida	Caryophyllales	Caryophyllaceae	na
Polygonum	knotweed, knotgrass, bistort, tear-thumb, mile-a-minute, ars-smerte	Vogelknöteriche	Plantae	Tracheophyta	Magnoliopsida	Polygonales	Polygonaceae	Polygonum
Arabidopsis	rockcress	Schaumkressen	Plantae	Tracheophyta	Magnoliopsida	Capparales	Brassicaceae	Arabidopsis
Arabidopsis suecica	Swedish Thale-cress, Swedish Thale Cress	Schwedische Schmalwand	Plantae	Tracheophyta	Magnoliopsida	Capparales	Brassicaceae	Arabidopsis
Arabidopsis halleri halleri	na	Hallersche Schaumkresse, Kriech-Schaumkresse	Plantae	Tracheophyta	Magnoliopsida	Capparales	Brassicaceae	Arabidopsis
Carex paniculata	Greater Tussock	Rispen-Segge	Plantae	Tracheophyta	Liliopsida	Poales	Cyperaceae	Carex
Capsella	na	Hirtentäschel, Hirtentäschelkraut	Plantae	Tracheophyta	Magnoliopsida	Capparales	Brassicaceae	Capsella
Elymus repens	Couchgrass	Kriech-Quecke, Gemeine Quecke	Plantae	Tracheophyta	Liliopsida	Poales	Poaceae	Elymus
Fabaceae	legume, pea, bean family	Hülsenfrüchtler, Leguminosen	Plantae	Tracheophyta	Magnoliopsida	Fabales	Fabaceae	na
Erigeron	fleabane	Berufkräuter	Plantae	Tracheophyta	Magnoliopsida	Asterales	Asteraceae	Erigeron
Chenopodiaceae	Goosefoot Family	Fuchsschwanzgewächse	Plantae	Tracheophyta	Magnoliopsida	Caryophyllales	Chenopodiaceae	na
Festuca arundinacea	Tall fescue	Rohr-Schwingel	Plantae	Tracheophyta	Liliopsida	Poales	Poaceae	Festuca
Equisetum	Horsetail	Schachtelhalme	Plantae	Equisetophyta	Equisetopsida	Equisetales	Equisetaceae	Equisetum
Equisetum arvense	Field Horsetail, Oblivion Horsetail, Common Horsetail	Acker-Schachtelhalm, Zinnkraut, Acker-Zinnkraut, Katzenwedel, Pferdeschwanz, Schaftheu, Pfannebutzer, Scheuerkraut	Plantae	Equisetophyta	Equisetopsida	Equisetales	Equisetaceae	Equisetum
Leontodon saxatilis	lesser hawkbit	Nickender Löwenzahn, Fels-Löwenzahn	Plantae	Tracheophyta	Magnoliopsida	Asterales	Asteraceae	Leontodon
Potentilla intermedia	Russian Cinquefoil	Mittleres Fingerkraut	Plantae	Tracheophyta	Magnoliopsida	Rosales	Rosaceae	Potentilla
Chenopodium album	lambs quarters, goosefoot, fat-hen, white goosefoot, pigweed	Weißer Gänsefuß, Weiß-Gänsefuß	Plantae	Tracheophyta	Magnoliopsida	Caryophyllales	Chenopodiaceae	Chenopodium
Matricaria discoidea	Pineapple weed	Strahlenlose Kamille	Plantae	Tracheophyta	Magnoliopsida	Asterales	Asteraceae	Matricaria
Erodium	filarees, herons bill, storksbills	Reiherschnäbel	Plantae	Tracheophyta	Magnoliopsida	Geraniales	Geraniaceae	Erodium
Vicia lathyroides	Spring Vetch	Platterbsen-Wicke, Frühlings-Zwerg-Wicke, Sand-Wicke, Kicher-Wicke	Plantae	Tracheophyta	Magnoliopsida	Fabales	Fabaceae	Vicia
Avena sativa	Cat Grass, common oat	Saat-Hafer, Echter Hafer	Plantae	Tracheophyta	Liliopsida	Poales	Poaceae	Avena
Carex dioica	Dioecious Sedge	Zweihäusige Segge	Plantae	Tracheophyta	Liliopsida	Poales	Cyperaceae	Carex
Lathyrus sylvestris	flat pea, narrow-leaved everlasting-pea	Wilde Platterbse, Wald-Platterbse	Plantae	Tracheophyta	Magnoliopsida	Fabales	Fabaceae	Lathyrus
Lathyrus vernus	Spring vetchling, Spring pea	Frühlings-Platterbse	Plantae	Tracheophyta	Magnoliopsida	Fabales	Fabaceae	Lathyrus
Lilium martagon	martagon lily, Turks cap lily	Türkenbund, Türkenbund-Lilie	Plantae	Tracheophyta	Liliopsida	Liliales	Liliaceae	Lilium
Lemna minor	common duckweed, lesser duckweed	Kleine Wasserlinse	Plantae	Tracheophyta	Liliopsida	Alismatales	Araceae	Lemna
Lemna trisulca	star duckweed, ivy duckweed	Dreifurchige Wasserlinse	Plantae	Tracheophyta	Liliopsida	Alismatales	Araceae	Lemna
Lepidium densiflorum	common pepperweed, prairie peppergrass	Dichtblütige Kresse	Plantae	Tracheophyta	Magnoliopsida	Brassicales	Brassicaceae	Lepidium
Leucojum vernum	Spring Snowflake	Frühlings-Knotenblume, Märzenbecher, Märzbecher, Märzglöckchen, Großes Schneeglöckchen	Plantae	Tracheophyta	Liliopsida	Asparagales	Amaryllidaceae	Leucojum
Oxalis acetosella	wood sorrel, common wood sorrel	Waldsauerklee	Plantae	Tracheophyta	Magnoliopsida	Oxalidales	Oxalidaceae	Oxalis
Ligustrum vulgare	wild privet, common privet, European privet	Gewöhnlicher Liguster, Gemeiner Liguster, Rainweide, Beinholz, Tintenbeerstrauch, Tintenbeertraube, Zaunriegel, Hartriegel	Plantae	Tracheophyta	Magnoliopsida	Lamiales	Oleaceae	Ligustrum
Lonicera xylosteum	fly honeysuckle, European fly honeysuckle, dwarf honeysuckle, fly woodbine	Rote Heckenkirsche, Gewöhnliche Heckenkirsche	Plantae	Tracheophyta	Magnoliopsida	Dipsacales	Caprifoliaceae	Lonicera
Linaria vulgaris	Common Toadflax, Yellow Toadflax, Butter-and-eggs	Echtes Leinkraut, Gemeines Leinkraut, Gewöhnliches Leinkraut, Kleines Löwenmaul	Plantae	Tracheophyta	Magnoliopsida	Scrophulariaceae	Scrophulariaceae	Linaria
Liparis loeselii	Fen orchid	Sumpf-Glanzkraut, Torf-Glanzkraut, Glanzstendel, Glanzorchis	Plantae	Tracheophyta	Liliopsida	Asparagales	Orchidaceae	Liparis
Neottia ovata	Common Twayblade	Großes Zweiblatt	Plantae	Tracheophyta	Liliopsida	Asparagales	Orchidaceae	Neottia
Luzula luzuloides	white wood-rush, oakforest wood-rush	Weißliche Hainsimse, Weiße Hainsimse	Plantae	Tracheophyta	Liliopsida	Poales	Juncaceae	Luzula
Lunaria rediviva	perennial honesty	Ausdauerndes Silberblatt, Wildes Silberblatt, Mondviole	Plantae	Tracheophyta	Magnoliopsida	Brassicales	Brassicaceae	Lunaria
Luzula pilosa	hairy wood-rush	Behaarte Hainsimse, Haar-Hainsimse, Behaarte Marbel	Plantae	Tracheophyta	Liliopsida	Poales	Juncaceae	Luzula
Luzula multiflora	Heath Wood-rush	Vielblütige Hainsimse	Plantae	Tracheophyta	Liliopsida	Poales	Juncaceae	Luzula
Lysimachia vulgaris	Garden Loosestrife, Yellow Loosestrife, Garden Yellow Loosestrife	Gewöhnlicher Gilbweiderich, Rispen-Gilbweiderich, Gewöhnlicher Felberich	Plantae	Tracheophyta	Magnoliopsida	Ericales	Primulaceae	Lysimachia
Luzula	wood-rush, wood rush, woodrush	Hainsimsen, Hainbinsen, Marbel	Plantae	Tracheophyta	Liliopsida	Poales	Juncaceae	Luzula
Lycopus europaeus	gypsywort, gipsywort, bugleweed, European bugleweed, water horehound	Ufer-Wolfstrapp	Plantae	Tracheophyta	Magnoliopsida	Lamiales	Lamiaceae	Lycopus
Lysimachia nemorum	yellow pimpernel	Hain-Gilbweiderich	Plantae	Tracheophyta	Magnoliopsida	Ericales	Primulaceae	Lysimachia
Maianthemum bifolium	false lily of the valley, May lily	Zweiblättrige Schattenblume, Zweiblättriges Schattenblümchen	Plantae	Tracheophyta	Liliopsida	Asparagales	Asparagaceae	Maianthemum
Malus pumila	apple tree	Kulturapfel	Plantae	Tracheophyta	Magnoliopsida	Rosales	Rosaceae	Malus
Malva alcea	Greater Musk-mallow, Cut-leaved Mallow, Vervain Mallow, Hollyhock Mallow	Rosen-Malve, Rosenmalve, Spitzblättrige Malve, Sigmarskraut, Siegmarswurz	Plantae	Tracheophyta	Magnoliopsida	Malvales	Malvaceae	Malva
Melica nutans	mountain melick	Nickendes Perlgras	Plantae	Tracheophyta	Liliopsida	Poales	Poaceae	Melica
Melampyrum pratense	common cow-wheat	Wiesen-Wachtelweizen	Plantae	Tracheophyta	Magnoliopsida	Lamiales	Orobanchaceae	Melampyrum
