LAT_SCI_NAME	ENG_NAME	GER_NAME	KINGDOM	PHYLUM	CLASS	ORDER	FAMILY	GENUS
Melica uniflora	wood melick	Einblütiges Perlgras	Plantae	Tracheophyta	Liliopsida	Poales	Poaceae	Melica
Mercurialis perennis	dogs mercury	Wald-Bingelkraut, Wildhanf	Plantae	Tracheophyta	Magnoliopsida	Malpighiales	Euphorbiaceae	Mercurialis
Milium effusum	American milletgrass, wood millet	Wald-Flattergras, Gewöhnliches Flattergras, Waldhirse, Weiches Flattergras	Plantae	Tracheophyta	Liliopsida	Poales	Poaceae	Milium
Moehringia trinervia	Three-nerved Sandwort	Dreinervige Nabelmiere	Plantae	Tracheophyta	Magnoliopsida	Caryophyllales	Caryophyllaceae	Moehringia
Lactuca muralis	wall lettuce	Mauerlattich	Plantae	Tracheophyta	Magnoliopsida	Asterales	Asteraceae	Lactuca
Hypopitys monotropa subsp. hypophegea	Dutchmans pipe, yellow birds-nest, pinesap	Buchenspargel	Plantae	Tracheophyta	Magnoliopsida	Ericales	Ericaceae	Hypopitys
Nardus stricta	matgrass	Borstgras, Hirschhaar, Bürstling	Plantae	Tracheophyta	Liliopsida	Poales	Poaceae	Nardus
Neottia nidus-avis	Birds-nest Orchid	Vogel-Nestwurz	Plantae	Tracheophyta	Liliopsida	Asparagales	Orchidaceae	Neottia
Oenothera biennis	common evening-primrose, evening star, sun drop	Gemeine Nachtkerze, Gewöhnliche Nachtkerze	Plantae	Tracheophyta	Magnoliopsida	Myrtales	Onagraceae	Oenothera
Orchidaceae	orchid family	Orchideen, Orchideengewächse	Plantae	Tracheophyta	Liliopsida	Asparagales	Orchidaceae	na
Orthilia secunda	sidebells wintergreen	Birngrün, Nickendes Wintergrün, Einseitswendiges Wintergrün	Plantae	Tracheophyta	Magnoliopsida	Ericales	Ericaceae	Orthilia
Paris quadrifolia	Herb Paris, True Lovers Knot	Einbeere, Vierblättrige Einbeere	Plantae	Tracheophyta	Liliopsida	Liliales	Melanthiaceae	Paris
Oxalis corniculata	creeping woodsorrel, procumbent yellow-sorrel, sleeping beauty	Horn-Sauerklee, Gehörnter Sauerklee, Hornfrüchtiger Sauerklee	Plantae	Tracheophyta	Magnoliopsida	Oxalidales	Oxalidaceae	Oxalis
Oxalis dillenii	common yellow woodsorrel, yellow woodsorrel, common yellow oxalis, upright yellow-sorrel, lemon clover	Aufrechter Sauerklee	Plantae	Tracheophyta	Magnoliopsida	Oxalidales	Oxalidaceae	Oxalis
Persicaria hydropiper	Water-pepper, water pepper	Wasserpfeffer, Flohpfeffer, Pfefferknöterich, Pfefferkraut, Scharfkraut	Plantae	Tracheophyta	Magnoliopsida	Polygonales	Polygonaceae	Persicaria
Persicaria mitis	na	Milder Knöterich	Plantae	Tracheophyta	Magnoliopsida	Polygonales	Polygonaceae	Persicaria
Phyteuma spicatum	spiked rampion	Ährige Teufelskralle, Weiße Teufelskralle	Plantae	Tracheophyta	Magnoliopsida	Asterales	Campanulaceae	Phyteuma
Persicaria maculosa	Redshank, Persicaria, Redleg, Ladys-thumb, Spotted Ladysthumb, Gambetta, Adams Plaster	Floh-Knöterich, Pfirsichblättriger Knöterich	Plantae	Tracheophyta	Magnoliopsida	Caryophyllales	Polygonaceae	Persicaria
Persicaria minor	small water-pepper	Kleiner Knöterich	Plantae	Tracheophyta	Magnoliopsida	Polygonales	Polygonaceae	Persicaria
Petrorhagia prolifera	Proliferous Pink	Sprossende Felsennelke, Kopfnelke, Sprossendes Nelkenköpfchen	Plantae	Tracheophyta	Magnoliopsida	Caryophyllales	Caryophyllaceae	Petrorhagia
Peucedanum palustre	milk-parsley, marsh hogs fennel, hogs fennel, sea hogs fennel	Sumpf-Haarstrang, Ölsenich	Plantae	Tracheophyta	Magnoliopsida	Apiales	Apiaceae	Peucedanum
Phegopteris connectilis	Long Beech Fern	Buchenfarn	Plantae	Tracheophyta	Polypodiopsida	Polypodiales	Thelypteridaceae	Phegopteris
Phragmites australis subsp. australis	common reed	Schilfrohr	Plantae	Tracheophyta	Liliopsida	Poales	Poaceae	Phragmites
Physalis alkekengi	bladder cherry, Chinese lantern, Japanese-lantern, winter cherry	Lampionblume	Plantae	Tracheophyta	Magnoliopsida	Solanales	Solanaceae	Physalis
Pinus strobus	eastern white pine, white pine, northern white pine, Weymouth pine, soft pine	Weymouth-Kiefer, Weymouthskiefer, Strobe	Plantae	Tracheophyta	Pinopsida	Pinales	Pinaceae	Pinus
Pimpinella major subsp. major	greater burnet-saxifrage, hollowstem burnet saxifrage	Große Bibernelle, Große Pimpinelle	Plantae	Tracheophyta	Magnoliopsida	Apiales	Apiaceae	Pimpinella
Pinus sylvestris var. sylvestris	Scots Pine	Waldkiefer, Gemeine Kiefer, Rotföhre, Weißkiefer, Forche, Wald-Kiefer, Wald-Kiefer, Rotföhre, Weißkiefer, Forche	Plantae	Tracheophyta	Pinopsida	Pinales	Pinaceae	Pinus
Poa annua	annual meadow grass, annual bluegrass	Einjähriges Rispengras	Plantae	Tracheophyta	Liliopsida	Poales	Poaceae	Poa
Plantago uliginosa subsp. uliginosa	na	Vielsamiger Breit- Wegerich	Plantae	Tracheophyta	Magnoliopsida	Lamiales	Plantaginaceae	Plantago
Platanthera chlorantha	Greater Butterfly-orchid	Grünliche Waldhyazinthe, Grünlich-Waldhyazinthe, Berg-Waldhyazinthe, Berg-Kuckucksblume	Plantae	Tracheophyta	Liliopsida	Asparagales	Orchidaceae	Platanthera
Platanthera	na	Waldhyazinthen	Plantae	Tracheophyta	Liliopsida	Asparagales	Orchidaceae	Platanthera
Poa chaixii	Broad-leaved Meadow-grass, Broadleaf Bluegrass	Wald-Rispengras	Plantae	Tracheophyta	Liliopsida	Poales	Poaceae	Poa
Poa nemoralis	wood bluegrass	Hain-Rispengras	Plantae	Tracheophyta	Liliopsida	Poales	Poaceae	Poa
Poa compressa	Canada bluegrass, flattened meadowgrass	Zusammengedrücktes Rispengras, Platthalmrispe, Flaches Rispengras	Plantae	Tracheophyta	Liliopsida	Poales	Poaceae	Poa
Polygonatum multiflorum	Solomons seal, Davids harp, ladder-to-heaven	Vielblütige Weißwurz, Vielblütiges Salomonssiegel, Wald-Weißwurz, Wald-Salomonssiegel	Plantae	Tracheophyta	Liliopsida	Asparagales	Asparagaceae	Polygonatum
Polygonatum verticillatum	Whorled Solomons-seal	Quirlblättrige Weißwurz, Quirl-Weißwurz	Plantae	Tracheophyta	Liliopsida	Asparagales	Asparagaceae	Polygonatum
Polygonatum odoratum	angular Solomons seal, scented Solomons seal	Echtes Salomonssiegel, Wohlriechende Weißwurz	Plantae	Tracheophyta	Liliopsida	Asparagales	Asparagaceae	Polygonatum
Polypodium vulgare	common polypody	Gewöhnlicher Tüpfelfarn	Plantae	Tracheophyta	Polypodiopsida	Polypodiales	Polyporaceae	Polypodium
Potentilla sterilis	Barren strawberry	Erdbeer-Fingerkraut	Plantae	Tracheophyta	Magnoliopsida	Rosales	Rosaceae	Potentilla
Comarum palustre	purple marshlocks, swamp cinquefoil, marsh cinquefoil	Sumpf-Blutauge	Plantae	Tracheophyta	Magnoliopsida	Rosales	Rosaceae	Comarum
Primula elatior	oxlip, true oxlip	Hohe Schlüsselblume, Wald-Schlüsselblume	Plantae	Tracheophyta	Magnoliopsida	Ericales	Primulaceae	Primula
Prenanthes purpurea	Purple Lettuce	Hasenlattich, Purpurlattich	Plantae	Tracheophyta	Magnoliopsida	Asterales	Asteraceae	Prenanthes
Prunus avium	wild bird cherry	Wilde Vogel-Kirsche	Plantae	Tracheophyta	Magnoliopsida	Rosales	Rosaceae	Prunus
Prunus serotina	black cherry, wild black cherry, rum cherry, mountain black cherry	Spätblühende Traubenkirsche, Späte Traubenkirsche, Amerikanische Traubenkirsche	Plantae	Tracheophyta	Magnoliopsida	Rosales	Rosaceae	Prunus
Prunus cerasifera	cherry plum, myrobalan plum	Kirschpflaume, Myrobalane	Plantae	Tracheophyta	Magnoliopsida	Rosales	Rosaceae	Prunus
Prunus domestica	plums	Pflaume, Kultur-Pflaume	Plantae	Tracheophyta	Magnoliopsida	Rosales	Rosaceae	Prunus
Prunus mahaleb	mahaleb cherry, St Lucie cherry	Steinweichsel, Felsenkirsche, Badener Weichsel, Fliegenhappel	Plantae	Tracheophyta	Magnoliopsida	Rosales	Rosaceae	Prunus
Prunus padus	Bird Cherry, Hackberry	Gewöhnliche Traubenkirsche, Ahlkirsche, Sumpfkirsche, Elsenkirsche	Plantae	Tracheophyta	Magnoliopsida	Rosales	Rosaceae	Prunus
Pseudotsuga menziesii	Douglas fir, Oregon pine, Douglas spruce, Douglas-fir	Douglasie, Douglastanne, Douglasfichte, Douglaskiefer	Plantae	Tracheophyta	Pinopsida	Pinales	Pinaceae	Pseudotsuga
Prunus	na	na	Plantae	Tracheophyta	Magnoliopsida	Rosales	Rosaceae	Prunus
Prunus spinosa	blackthorn, sloe	Schlehdorn, Schlehendorn, Schlehe, Heckendorn, Schwarzdorn	Plantae	Tracheophyta	Magnoliopsida	Rosales	Rosaceae	Prunus
Pulmonaria obscura	unspotted lungwort, Suffolk Lungwort	Dunkles Lungenkraut	Plantae	Tracheophyta	Magnoliopsida	Boraginales	Boraginaceae	Pulmonaria
Plantago arenaria subsp. arenaria	na	Sand-Wegerich	Plantae	Tracheophyta	Magnoliopsida	Lamiales	Plantaginaceae	Plantago
Pteridium aquilinum	bracken, brake, common bracken	Adlerfarn	Plantae	Tracheophyta	Polypodiopsida	Polypodiales	Dennstaedtiaceae	Pteridium
Quercus petraea	sessile oak, cornish oak, durmast oak	Traubeneiche, Wintereiche, Trauben-Eiche	Plantae	Tracheophyta	Magnoliopsida	Fagales	Fagaceae	Quercus
Pyrola minor	snowline wintergreen, lesser wintergreen, common wintergreen	Kleines Wintergrün	Plantae	Tracheophyta	Magnoliopsida	Ericales	Ericaceae	Pyrola
Pyrus	pear	Birnen	Plantae	Tracheophyta	Magnoliopsida	Rosales	Rosaceae	Pyrus
Quercus rubra	northern red oak, champion oak	Roteiche, Amerikanische Spitzeiche	Plantae	Tracheophyta	Magnoliopsida	Fagales	Fagaceae	Quercus
Ranunculus lanuginosus	Woolly buttercup	Wolliger Hahnenfuß	Plantae	Tracheophyta	Magnoliopsida	Ranunculales	Ranunculaceae	Ranunculus
Quercus	oak	Eichen	Plantae	Tracheophyta	Magnoliopsida	Fagales	Fagaceae	Quercus
Quercus rosacea	na	Bastard-Eiche	Plantae	Tracheophyta	Magnoliopsida	Fagales	Fagaceae	Quercus
Ribes alpinum	mountain currant, alpine currant	Alpen-Johannisbeere, Berg-Johannisbeere	Plantae	Tracheophyta	Magnoliopsida	Saxifragales	Grossulariaceae	Ribes
Ranunculus serpens	na	na	Plantae	Tracheophyta	Magnoliopsida	Ranunculales	Ranunculaceae	Ranunculus
Rhamnus cathartica	buckthorn, common buckthorn, purging buckthorn	Purgier-Kreuzdorn, Purgierdorn, Purgierstrauch, Kreuzbeerstrauch, Kreuzdorn, Echter Kreuzdorn, Wegedorn, Echter Wegedorn	Plantae	Tracheophyta	Magnoliopsida	Rosales	Rhamnaceae	Rhamnus
Ribes uva-crispa	gooseberry	Stachelbeere	Plantae	Tracheophyta	Magnoliopsida	Saxifragales	Grossulariaceae	Ribes
Ribes nigrum	Blackcurrant	Schwarze Johannisbeere, Schwarze Ribisel	Plantae	Tracheophyta	Magnoliopsida	Saxifragales	Grossulariaceae	Ribes
Ribes rubrum	redcurrant, red currant	Rote Johannisbeere, Garten-Johannisbeere, Rote Ribisel	Plantae	Tracheophyta	Magnoliopsida	Saxifragales	Grossulariaceae	Ribes
Ribes	na	Johannisbeeren	Plantae	Tracheophyta	Magnoliopsida	Saxifragales	Grossulariaceae	Ribes
Robinia pseudoacacia	Black Locust, False Acacia	Gewöhnliche Robinie, Robinie, Falsche Akazie, Scheinakazie, Gemeiner Schotendorn, Silberregen	Plantae	Tracheophyta	Magnoliopsida	Fabales	Fabaceae	Robinia
Rosa arvensis	Field Rose, Trailing Rose	Feld-Rose, Acker-Rose, Ranken-Rose, Wald-Rose, Große Hunds-Rose, Hundsdorn, Kriechende Rose	Plantae	Tracheophyta	Magnoliopsida	Rosales	Rosaceae	Rosa
Rubus corylifolius	na	Haselblatt-Brombeere	Plantae	Tracheophyta	Magnoliopsida	Rosales	Rosaceae	Rubus
Rubus cochinchinensis	na	na	Plantae	Tracheophyta	Magnoliopsida	Rosales	Rosaceae	Rubus
Rubus saxatilis	stone bramble	Steinbeere	Plantae	Tracheophyta	Magnoliopsida	Rosales	Rosaceae	Rubus
Rubus	na	na	Plantae	Tracheophyta	Magnoliopsida	Rosales	Rosaceae	Rubus
Rumex conglomeratus	sharp dock, clustered dock	Knäuel-Ampfer, Streifwurtz, Knäuelblütiger Ampfer	Plantae	Tracheophyta	Magnoliopsida	Polygonales	Polygonaceae	Rumex
Rumex sanguineus	Wood Dock, Redvein Dock	Hain-Ampfer, Blut-Ampfer	Plantae	Tracheophyta	Magnoliopsida	Polygonales	Polygonaceae	Rumex
Salix	Willows, sallows, osiers	Weiden	Plantae	Tracheophyta	Magnoliopsida	Malpighiales	Salicaceae	Salix
Salix caprea	pussy willow, great sallow	Sal-Weide, Hänge-Sal-Weide, Palm-Weide, Kätzchen-Weide	Plantae	Tracheophyta	Magnoliopsida	Salicales	Salicaceae	Salix
Salix cinerea	grey willow, grey sallow	Asch-Weide, Grau-Weide	Plantae	Tracheophyta	Magnoliopsida	Malpighiales	Salicaceae	Salix
Sambucus nigra	elder, elderberry, black elder, European elder, European elderberry, European black elderberry	Schwarzer Holunder, Holderbusch, Holler	Plantae	Tracheophyta	Magnoliopsida	Dipsacales	Adoxaceae	Sambucus
Salsola kali	prickly saltwort, prickly Russian thistle	Kali-Salzkraut, Kalikraut, Strand-Salzkraut	Plantae	Tracheophyta	Magnoliopsida	Caryophyllales	Amaranthaceae	Salsola
Sambucus ebulus	danewort, dane weed, danesblood, dwarf elder, European dwarf elder, walewort, elderwort, blood hilder	Zwerg-Holunder, Attich	Plantae	Tracheophyta	Magnoliopsida	Dipsacales	Adoxaceae	Sambucus
Sambucus racemosa	Red Elderberry, Red-berried Elderberry	Rote Holunder, Hirsch-Holunder, Trauben-Holunder, Berg-Holunder	Plantae	Tracheophyta	Magnoliopsida	Dipsacales	Adoxaceae	Sambucus
Sanicula europaea	sanicle, wood sanicle	Wald-Sanikel	Plantae	Tracheophyta	Magnoliopsida	Apiales	Apiaceae	Sanicula
Scrophularia nodosa	figwort, woodland figwort, common figwort	Knotige Braunwurz, Knoten-Braunwurz	Plantae	Tracheophyta	Magnoliopsida	Lamiales	Scrophulariaceae	Scrophularia
Scirpus sylvaticus	wood club-rush	Wald-Simse	Plantae	Tracheophyta	Liliopsida	Poales	Cyperaceae	Scirpus
Scleranthus annuus	German knotweed, annual knawel	Einjähriger Knäuel, Einjahrs-Knäuelkraut	Plantae	Tracheophyta	Magnoliopsida	Caryophyllales	Caryophyllaceae	Scleranthus
Senecio inaequidens	narrow-leaved ragwort	Schmalblättriges Greiskraut	Plantae	Tracheophyta	Magnoliopsida	Asterales	Asteraceae	Senecio
Scutellaria galericulata	Common skullcap, marsh skullcap, hooded skullcap	Sumpf-Helmkraut, Gewöhnliches Helmkraut, Kappenhelmkraut	Plantae	Tracheophyta	Magnoliopsida	Lamiales	Lamiaceae	Scutellaria
Senecio ovatus subsp. ovatus	Wood Ragwort	Gewöhnliches Fuchs-Greiskraut	Plantae	Tracheophyta	Magnoliopsida	Asterales	Asteraceae	Senecio
Senecio sylvaticus	woodland ragwort, heath groundsel, mountain groundsel	Wald-Greiskraut	Plantae	Tracheophyta	Magnoliopsida	Asterales	Asteraceae	Senecio
Solidago gigantea	tall goldenrod, giant goldenrod, smooth goldenrod, early goldenrod	Riesen-Goldrute, Späte Goldrute, Hohe Goldrute, Stolzer Heinrich	Plantae	Tracheophyta	Magnoliopsida	Asterales	Asteraceae	Solidago
Senecio vulgaris	common groundsel	Gewöhnliches Greiskraut, Gemeines Greiskraut, Gemeines Kreuzkraut	Plantae	Tracheophyta	Magnoliopsida	Asterales	Asteraceae	Senecio
Sesleria albicans	na	Kalk-Blaugras, Gewöhnliches Blaugras	Plantae	Tracheophyta	Liliopsida	Poales	Poaceae	Sesleria
Setaria viridis	green foxtail, green bristlegrass, wild foxtail millet	Grüne Borstenhirse	Plantae	Tracheophyta	Liliopsida	Poales	Poaceae	Setaria
Silene nutans	Nottingham catchfly	Nickendes Leimkraut	Plantae	Tracheophyta	Magnoliopsida	Caryophyllales	Caryophyllaceae	Silene
Solanum dulcamara	bittersweet, bittersweet nightshade, bitter nightshade, blue bindweed, Amara Dulcis, climbing nightshade, fellenwort, felonwood, poisonberry, poisonflower, scarlet berry, snakeberry, trailing bittersweet, trailing nightshade, violet bloom, woody nightshade	Bittersüßer Nachtschatten, Alpranke, Bittersüß, Hirschkraut, Heischkraut, Mäuseholz, Saurebe, Seidelbeere, wilde Stickwurz, Wasserranke	Plantae	Tracheophyta	Magnoliopsida	Solanales	Solanaceae	Solanum
Solanum nigrum	European black nightshade, black nightshade, duscle, garden nightshade, garden huckleberry, hounds berry, petty morel, wonder berry, small-fruited black nightshade, popolo	Schwarze Nachtschatten, Schwarz-Nachtschatten	Plantae	Tracheophyta	Magnoliopsida	Solanales	Solanaceae	Solanum
Solidago canadensis	Canada golden-rod, Canadian goldenrod	Kanadische Goldrute	Plantae	Tracheophyta	Magnoliopsida	Asterales	Asteraceae	Solidago
Sorbus aria	Whitebeam, Common Whitebeam	Echte Mehlbeere	Plantae	Tracheophyta	Magnoliopsida	Rosales	Rosaceae	Sorbus
Solidago	goldenrods	Goldruten, Goldrauten	Plantae	Tracheophyta	Magnoliopsida	Asterales	Asteraceae	Solidago
Solidago virgaurea	European goldenrod, woundwort	Gewöhnliche Goldrute, Gemeine Goldrute, Echte Goldrute	Plantae	Tracheophyta	Magnoliopsida	Asterales	Asteraceae	Solidago
Sonchus asper subsp. asper	sharp-fringed sow thistle, prickly sow-thistle, spiny sow thistle, spiny-leaved sow thistle	Raue Gänsedistel	Plantae	Tracheophyta	Magnoliopsida	Asterales	Asteraceae	Sonchus
Sonchus oleraceus	common sowthistle, sow thistle, smooth sow thistle, annual sow thistle, hares colwort, hares thistle, milky tassel, swinies	Gemüse-Gänsedistel, Kohl-Gänsedistel, Gewöhnliche Gänsedistel	Plantae	Tracheophyta	Magnoliopsida	Asterales	Asteraceae	Sonchus
Sorbus aucuparia subsp. aucuparia	rowan, mountain-ash	Vogelbeere, Eberesche, Vogelbeerbaum, Drosselbeere, Quitsche, Krametsbeere	Plantae	Tracheophyta	Magnoliopsida	Rosales	Rosaceae	Sorbus
Sorbus intermedia	Swedish whitebeam	Schwedische Mehlbeere	Plantae	Tracheophyta	Magnoliopsida	Rosales	Rosaceae	Sorbus
Sorbus	whitebeam, rowan, service tree, mountain-ash	Mehlbeeren, Vogelbeeren, Ebereschen, Elsbeeren	Plantae	Tracheophyta	Magnoliopsida	Rosales	Rosaceae	Sorbus
Sorbus torminalis	wild service tree, chequer tree, checker tree	Elsbeere	Plantae	Tracheophyta	Magnoliopsida	Rosales	Rosaceae	Sorbus
Stachys alpina	Limestone Woundwort	Alpen-Ziest	Plantae	Tracheophyta	Magnoliopsida	Lamiales	Lamiaceae	Stachys
Stachys palustris	Marsh Woundwort, Marsh Hedgenettle	Sumpf-Ziest	Plantae	Tracheophyta	Magnoliopsida	Lamiales	Lamiaceae	Stachys
Stellaria alsine	na	Bach-Sternmiere, Quell-Sternmiere	Plantae	Tracheophyta	Magnoliopsida	Caryophyllales	Caryophyllaceae	Stellaria
Thelypteris palustris	marsh fern	Sumpffarn, Sumpf-Lappenfarn	Plantae	Tracheophyta	Polypodiopsida	Polypodiales	Thelypteridaceae	Thelypteris
Symphoricarpos albus	on snowberry	Gewöhnliche Schneebeere	Plantae	Tracheophyta	Magnoliopsida	Dipsacales	Caprifoliaceae	Symphoricarpos
Tanacetum corymbosum	na	Straußblütige Wucherblume, Gewöhnliche Straußmargerite	Plantae	Tracheophyta	Magnoliopsida	Asterales	Asteraceae	Tanacetum
Tanacetum vulgare	Tansy, Common Tansy, Bitter Buttons, Cow Bitter, Mugwort, Golden Buttons	Rainfarn	Plantae	Tracheophyta	Magnoliopsida	Asterales	Asteraceae	Tanacetum
Taxus baccata	English yew, European yew, yew	Europäische Eibe, Gemeine Eibe, Eibe	Plantae	Tracheophyta	Pinopsida	Pinales	Taxaceae	Taxus
Thesium bavarum	na	Berg-Leinblatt, Bayrisches Vermeinkraut, Bayrisches Leinblatt	Plantae	Tracheophyta	Magnoliopsida	Santalales	Santalaceae	Thesium
Noccaea fendleri	Alpine Penny-cress	Berg-Hellerkraut, Berg-Täschelkraut	Plantae	Tracheophyta	Magnoliopsida	Brassicales	Brassicaceae	Noccaea
Platycladus orientalis	Chinese arborvitae, oriental thuja	Morgenländischer Lebensbaum	Plantae	Tracheophyta	Pinopsida	Pinales	Cupressaceae	Platycladus
Thuja plicata	western redcedar, Pacific redcedar, giant arborvitae, western arborvitae, giant cedar, shinglewood	Riesen-Lebensbaum, Riesen-Thuja	Plantae	Tracheophyta	Pinopsida	Pinales	Cupressaceae	Thuja
Trifolium alpestre	na	Hügel-Klee	Plantae	Tracheophyta	Magnoliopsida	Fabales	Fabaceae	Trifolium
Ulmus glabra	Wych elm, Scots elm	Bergulme	Plantae	Tracheophyta	Magnoliopsida	Urticales	Ulmaceae	Ulmus
Tussilago farfara	Coltsfoot	Huflattich	Plantae	Tracheophyta	Magnoliopsida	Asterales	Asteraceae	Tussilago
Urtica dioica subsp. dioica	European stinging nettle	Große Brennnessel	Plantae	Tracheophyta	Magnoliopsida	Rosales	Urticaceae	Urtica
Ulmus laevis	European White Elm, Fluttering Elm, Spreading Elm, Stately Elm, Russian Elm	Flatterulme, Flatterrüster	Plantae	Tracheophyta	Magnoliopsida	Rosales	Ulmaceae	Ulmus
Ulmus minor	Field Elm	Feldulme, Iper	Plantae	Tracheophyta	Magnoliopsida	Rosales	Ulmaceae	Ulmus
Ulmus	Elms	Ulmen, Rüster, Rusten, Effe	Plantae	Tracheophyta	Magnoliopsida	Urticales	Ulmaceae	Ulmus
Vaccinium myrtillus	bilberry, whortleberry, European blueberry	Heidelbeere, Blaubeere, Schwarzbeere, Mollbeere, Wildbeere, Waldbeere, Bickbeere, Zeckbeere, Moosbeere, Heubeere	Plantae	Tracheophyta	Magnoliopsida	Ericales	Ericaceae	Vaccinium
Veronica chamaedrys subsp. chamaedrys	germander speedwell, birds-eye speedwell	Eigentlicher Gamander-Ehrenpreis	Plantae	Tracheophyta	Magnoliopsida	Lamiales	Plantaginaceae	Veronica
Vaccinium vitis-idaea	lingonberry, cowberry	Preiselbeere, Kronsbeere, Grante, Moosbeere, Riffelbeere, Grestling	Plantae	Tracheophyta	Magnoliopsida	Ericales	Ericaceae	Vaccinium
Verbascum lychnitis	na	Mehlige Königskerze, Heide-Königskerze, Heidefackel-Königskerze	Plantae	Tracheophyta	Magnoliopsida	Lamiales	Scrophulariaceae	Verbascum
Verbascum nigrum	dark mullein	Schwarze Königskerze, Dunkel-Königskerze	Plantae	Tracheophyta	Magnoliopsida	Lamiales	Scrophulariaceae	Verbascum
Verbascum	mullein, velvet plant	Königskerzen	Plantae	Tracheophyta	Magnoliopsida	Lamiales	Scrophulariaceae	Verbascum
Verbena officinalis	common vervain, common verbena	Echte Eisenkraut, Taubenkraut, Katzenblutkraut, Sagenkraut, Wunschkraut	Plantae	Tracheophyta	Magnoliopsida	Lamiales	Verbenaceae	Verbena
Veronica montana	mountain speedwell	Berg-Ehrenpreis	Plantae	Tracheophyta	Magnoliopsida	Lamiales	Plantaginaceae	Veronica
Viburnum opulus	guelder-rose	Gewöhnlicher Schneeball, Gemeiner Schneeball, Herzbeer, Blutbeer, Dampfbeere, Drosselbeerstrauch, Geißenball, Glasbeere, Schlangenbeere, Wasserholder, Wasser-Schneeball	Plantae	Tracheophyta	Magnoliopsida	Dipsacales	Adoxaceae	Viburnum
Viburnum lantana	Wayfarer, Wayfaring Tree	Wolliger Schneeball	Plantae	Tracheophyta	Magnoliopsida	Dipsacales	Adoxaceae	Viburnum
Vicia cassubica	Kashubian vetch	Kassuben-Wicke	Plantae	Tracheophyta	Magnoliopsida	Fabales	Fabaceae	Vicia
Vicia dumetorum	na	Hecken-Wicke	Plantae	Tracheophyta	Magnoliopsida	Fabales	Fabaceae	Vicia
Vicia sylvatica	wood vetch	Wald-Wicke	Plantae	Tracheophyta	Magnoliopsida	Fabales	Fabaceae	Vicia
Viola riviniana	common dog-violet, wood violet, dog violet	Hain-Veilchen	Plantae	Tracheophyta	Magnoliopsida	Violales	Violaceae	Viola
Vicia tenuifolia	fine-leaved vetch	na	Plantae	Tracheophyta	Magnoliopsida	Fabales	Fabaceae	Vicia
Vinca minor	lesser periwinkle, dwarf periwinkle, small periwinkle, common periwinkle, myrtle, creeping myrtle	Kleines Immergrün, Kleines Singrün	Plantae	Tracheophyta	Magnoliopsida	Gentianales	Apocynaceae	Vinca
